"County","name","value"
"Martin","Maternal.Deaths.per.100k",""
"Martin","Opioid.Overdose.Deaths.per.100k",""
"Martin","Drug.Poisoning.Deaths.per.100k",""
"Martin","Opioid.Dispensing.Rate.per.100","24.5"
"Martin","HPSA.Primary.Care.Score",""
"Martin","HPSA.Primary.Care.FTE.Short",""
"Martin","HPSA.Mental.FTE.Short","0.28"
"Martin","HPSA.Mental.Score","13"
"Martin","PCPs.per.100k","47.3"
"Martin","Nurse.Practitioners.per.100k","34"
"Martin","Physician.Assistants.per.100k","0"
"Martin","Dentists.per.100k","15.8"
"Martin","LCDCs.per.100k","-"
"Martin","LPCs.per.100k","-"
"Martin","LCSWs.per.100k","-"
"Martin","Psychiatrists.per.100k","-"
"Martin","Mental.Health.Providers.per.100k",""
"Martin","Urgent.Care.Orgs.per.100k","0"
"Martin","Health.Centers.per.100k","0"
"Martin","Community.Mental.Health.Centers.per.100k","0"
"Martin","Rural.Health.Clinics.per.100k","18"
"Martin","Home.Health.Agencies.per.100k","0"
"Martin","Hospices.per.100k","18"
"Martin","Nursing.Facilities.per.100k","18"
"Martin","Nursing.Facility.Beds.per.100k","1145"
"Martin","Skilled.Nursing.Facilities.per.100k","0"
"Martin","Skilled.Nursing.Facility.Beds.per.100k","0"
"Martin","Mental.Health.Facilities.per.1k","0"
"Martin","Mental.Health.Facilities.Accepting.Medicare.per.1k","0"
"Martin","Percent.Clinicians.Accepting.Medicaid","100"
"Martin","Percent.Nursing.Homes.For.Profit",""
"Martin","Percent.Nursing.Homes.Chain",""
"Martin","Percent.Hospitals.Private.For.Profit","40"
"Martin","Percent.Hospitals.Non.Profit","20"
"Martin","Percent.Hospitals.Government","40"
"Martin","Nursing.Home.Occupancy.Rate",""
"Martin","Median.Distance.to.Urgent.Care","21.26"
"Martin","Median.Distance.to.Emergency.Department","5.89"
"Martin","Median.Distance.to.Medical.Surgical.ICU","20.61"
"Martin","Median.Distance.to.Trauma.Center","20.61"
"Martin","Median.Distance.to.Pediatric.ICU","91.38"
"Martin","Median.Distance.to.Obstetrics.Department","5.89"
"Martin","Median.Distance.to.Health.Clinic","6.17"
"Martin","Median.Distance.to.Alcohol.Drug.Incare","20.13"
"Mason","State","Texas"
"Mason","FIPS.Code","48319"
"Mason","Population","4248"
"Mason","Economic.Region","West Texas"
"Mason","Overall.Social.Vulnerability","0.6798"
"Mason","Socioeconomic.Social.Vulnerability","0.3083"
"Mason","Household.Characteristics.Social.Vulnerability","0.2569"
"Mason","Race.Ethnicity.Social.Vulnerability","0.6126"
"Mason","Housing.Transport.Social.Vulnerability","0.9921"
"Mason","Median.Age","45.2"
"Mason","Percent.Age.0.to.17","23.92"
"Mason","Percent.Age.Over.65","26.67"
"Mason","Percent.Asian","1.37"
"Mason","Percent.Black","0.02"
"Mason","Percent.Hispanic","20.5"
"Mason","Percent.White","76.58"
"Mason","Percent.Households_Limited_English","5.88"
"Mason","Percent.Veteran","8.51"
"Mason","NCHS.Rural.Urban.Code","6"
"Mason","Percent.Households.No.Computer.Device","13.97"
"Mason","Percent.Households.Smartphone.Only","5.52"
"Mason","Percent.Households.No.Internet","17.63"
"Mason","Percent.Commute.Less.than.15min","49.54"
"Mason","Percent.Commute.15min.to.29min","13.86"
"Mason","Percent.Commute.30min.to.59min","30.25"
"Mason","Percent.Commute.60min.or.More","6.35"
"Mason","Percent.Housing.Units.No.Vehicle","4.74"
"Mason","GINI.Index","0.46"
"Mason","Percent.Unemployed","5.26"
"Mason","Median.Household.Income","61434"
"Mason","Median.Household.Income.Asian",""
"Mason","Median.Household.Income.Black",""
"Mason","Median.Household.Income.Hispanic",""
"Mason","Median.Household.Income.White","64551"
"Mason","Percent.in.Poverty","6.11"
"Mason","Percent.in.Poverty.Asian","0"
"Mason","Percent.in.Poverty.Black",""
"Mason","Percent.in.Poverty.Hispanic","11.65"
"Mason","Percent.in.Poverty.White","4.34"
"Mason","Percent.Households.Food.Stamps","6.95"
"Mason","Median.Home.Value","219900"
"Mason","Median.Rent","741"
"Mason","Percent.Less.than.Highschool","14.54"
"Mason","Percent.Highschool.Graduate","18.56"
"Mason","Percent.with.Associate.Degree","31.85"
"Mason","Percent.with.Bachelor.Degree","24.29"
"Mason","Percent.with.Graduate.Degree","10.76"
"Mason","Percent.Medicaid","1.86"
"Mason","Percent.Medicare.Only","8.82"
"Mason","Percent.Health.Insurance.Other","4.93"
"Mason","Percent.No.Health.Insurance","14.46"
"Mason","Obesity.Rate","33.1"
"Mason","Diabetes.Rate","14"
"Mason","Binge.Drinking.Rate","15.3"
"Mason","Smoking.Rate","14"
"Mason","Depression.Rate","20"
"Mason","Anxiety.Disorders.Rate.Medicare","11"
"Mason","Bipolar.Disorder.Rate.Medicare","2"
"Mason","Depressive.Disorders.Rate.Medicare","13"
"Mason","Personality.Disorders.Rate.Medicare","0"
"Mason","Opioid.Overuse.Disorder.Rate.Medicare","1"
"Mason","Birth.Defects.per.10k",""
"Mason","Deaths.from.Injury.per.100k","61.23"
"Mason","Deaths.from.Transport.Accident.per.100k",""
"Mason","Deaths.from.Suicide.per.100k",""
"Mason","Deaths.from.Assault.per.100k",""
"Mason","Accidental.Deaths.by.Benzodiazepines.per.100k",""
"Mason","Accidental.Deaths.by.Cannabis.per.100k",""
"Mason","Accidental.Deaths.by.Cocaine.per.100k",""
"Mason","Accidental.Deaths.by.Heroin.per.100k",""
"Mason","Accidental.Deaths.by.Methadone.per.100k",""
"Mason","Accidental.Deaths.by.Opioids.per.100k",""
"Mason","Accidental.Deaths.by.Other.Narcotics.per.100k",""
"Mason","Accidental.Deaths.by.Other.Opioids.per.100k",""
"Mason","Accidental.Deaths.by.Psychostimulants.per.100k",""
"Mason","Accidental.Deaths.by.Pyschotropics.per.100k",""
"Mason","Accidental.Deaths.by.Synthetics.per.100k",""
"Mason","Maternal.Deaths.per.100k",""
"Mason","Opioid.Overdose.Deaths.per.100k",""
"Mason","Drug.Poisoning.Deaths.per.100k",""
"Mason","Opioid.Dispensing.Rate.per.100","2.5"
"Mason","HPSA.Primary.Care.Score","12"
"Mason","HPSA.Primary.Care.FTE.Short","0.54"
"Mason","HPSA.Mental.FTE.Short","0.21"
"Mason","HPSA.Mental.Score","12"
"Mason","PCPs.per.100k","25.6"
"Mason","Nurse.Practitioners.per.100k","46"
"Mason","Physician.Assistants.per.100k","23"
"Mason","Dentists.per.100k","25.6"
"Mason","LCDCs.per.100k","25.6"
"Mason","LPCs.per.100k","51.2"
"Mason","LCSWs.per.100k","25.6"
"Mason","Psychiatrists.per.100k","-"
"Mason","Mental.Health.Providers.per.100k","46.79"
"Mason","Urgent.Care.Orgs.per.100k","0"
"Mason","Health.Centers.per.100k","0"
"Mason","Community.Mental.Health.Centers.per.100k","0"
"Mason","Rural.Health.Clinics.per.100k","71"
"Mason","Home.Health.Agencies.per.100k","24"
"Mason","Hospices.per.100k","0"
"Mason","Nursing.Facilities.per.100k","47"
"Mason","Nursing.Facility.Beds.per.100k","2189"
"Mason","Skilled.Nursing.Facilities.per.100k","0"
"Mason","Skilled.Nursing.Facility.Beds.per.100k","0"
"Mason","Mental.Health.Facilities.per.1k","0"
"Mason","Mental.Health.Facilities.Accepting.Medicare.per.1k","0"
"Mason","Percent.Clinicians.Accepting.Medicaid","80"
"Mason","Percent.Nursing.Homes.For.Profit",""
"Mason","Percent.Nursing.Homes.Chain",""
"Mason","Percent.Hospitals.Private.For.Profit","40"
"Mason","Percent.Hospitals.Non.Profit","60"
"Mason","Percent.Hospitals.Government","0"
"Mason","Nursing.Home.Occupancy.Rate",""
"Mason","Median.Distance.to.Urgent.Care","39.18"
"Mason","Median.Distance.to.Emergency.Department","1.18"
"Mason","Median.Distance.to.Medical.Surgical.ICU","37.7"
"Mason","Median.Distance.to.Trauma.Center","26.1"
"Mason","Median.Distance.to.Pediatric.ICU","87.06"
"Mason","Median.Distance.to.Obstetrics.Department","37.7"
"Mason","Median.Distance.to.Health.Clinic","2.35"
"Mason","Median.Distance.to.Alcohol.Drug.Incare","58.59"
"Matagorda","State","Texas"
"Matagorda","FIPS.Code","48321"
"Matagorda","Population","36791"
"Matagorda","Economic.Region","Gulf Coast"
"Matagorda","Overall.Social.Vulnerability","0.3755"
"Matagorda","Socioeconomic.Social.Vulnerability","0.5296"
"Matagorda","Household.Characteristics.Social.Vulnerability","0.3992"
"Matagorda","Race.Ethnicity.Social.Vulnerability","0.2885"
"Matagorda","Housing.Transport.Social.Vulnerability","0.2925"
"Matagorda","Median.Age","37.8"
"Matagorda","Percent.Age.0.to.17","25.91"
"Matagorda","Percent.Age.Over.65","16.6"
"Matagorda","Percent.Asian","1.91"
"Matagorda","Percent.Black","10.44"
"Matagorda","Percent.Hispanic","43.08"
"Matagorda","Percent.White","43.07"
"Matagorda","Percent.Households_Limited_English","6.01"
"Matagorda","Percent.Veteran","9.57"
"Matagorda","NCHS.Rural.Urban.Code","5"
"Matagorda","Percent.Households.No.Computer.Device","13.91"
"Matagorda","Percent.Households.Smartphone.Only","16.24"
"Matagorda","Percent.Households.No.Internet","26.5"
"Matagorda","Percent.Commute.Less.than.15min","42.15"
"Matagorda","Percent.Commute.15min.to.29min","28.64"
"Matagorda","Percent.Commute.30min.to.59min","21.98"
"Matagorda","Percent.Commute.60min.or.More","7.22"
"Matagorda","Percent.Housing.Units.No.Vehicle","6.34"
"Matagorda","GINI.Index","0.46"
"Matagorda","Percent.Unemployed","6.42"
"Matagorda","Median.Household.Income","48733"
"Matagorda","Median.Household.Income.Asian","28229"
"Matagorda","Median.Household.Income.Black","27446"
"Matagorda","Median.Household.Income.Hispanic","43243"
"Matagorda","Median.Household.Income.White","66336"
"Matagorda","Percent.in.Poverty","17.92"
"Matagorda","Percent.in.Poverty.Asian","18.36"
"Matagorda","Percent.in.Poverty.Black","37.39"
"Matagorda","Percent.in.Poverty.Hispanic","21.2"
"Matagorda","Percent.in.Poverty.White","9.57"
"Matagorda","Percent.Households.Food.Stamps","15.19"
"Matagorda","Median.Home.Value","128100"
"Matagorda","Median.Rent","851"
"Matagorda","Percent.Less.than.Highschool","17.92"
"Matagorda","Percent.Highschool.Graduate","29.88"
"Matagorda","Percent.with.Associate.Degree","32.66"
"Matagorda","Percent.with.Bachelor.Degree","12.91"
"Matagorda","Percent.with.Graduate.Degree","6.61"
"Matagorda","Percent.Medicaid","16.99"
"Matagorda","Percent.Medicare.Only","6.94"
"Matagorda","Percent.Health.Insurance.Other","5.97"
"Matagorda","Percent.No.Health.Insurance","17.39"
"Matagorda","Obesity.Rate","40"
"Matagorda","Diabetes.Rate","15.7"
"Matagorda","Binge.Drinking.Rate","15.9"
"Matagorda","Smoking.Rate","18.7"
"Matagorda","Depression.Rate","21.1"
"Matagorda","Anxiety.Disorders.Rate.Medicare","16"
"Matagorda","Bipolar.Disorder.Rate.Medicare","3"
"Matagorda","Depressive.Disorders.Rate.Medicare","16"
"Matagorda","Personality.Disorders.Rate.Medicare","1"
"Matagorda","Opioid.Overuse.Disorder.Rate.Medicare","2"
"Matagorda","Birth.Defects.per.10k","396.4"
"Matagorda","Deaths.from.Injury.per.100k","67.95"
"Matagorda","Deaths.from.Transport.Accident.per.100k","28.81"
"Matagorda","Deaths.from.Suicide.per.100k","11.96"
"Matagorda","Deaths.from.Assault.per.100k","10.33"
"Matagorda","Accidental.Deaths.by.Benzodiazepines.per.100k",""
"Matagorda","Accidental.Deaths.by.Cannabis.per.100k",""
"Matagorda","Accidental.Deaths.by.Cocaine.per.100k","0"
"Matagorda","Accidental.Deaths.by.Heroin.per.100k",""
"Matagorda","Accidental.Deaths.by.Methadone.per.100k","0"
"Matagorda","Accidental.Deaths.by.Opioids.per.100k",""
"Matagorda","Accidental.Deaths.by.Other.Narcotics.per.100k","0"
"Matagorda","Accidental.Deaths.by.Other.Opioids.per.100k",""
"Matagorda","Accidental.Deaths.by.Psychostimulants.per.100k",""
"Matagorda","Accidental.Deaths.by.Pyschotropics.per.100k",""
"Matagorda","Accidental.Deaths.by.Synthetics.per.100k",""
"Matagorda","Maternal.Deaths.per.100k",""
"Matagorda","Opioid.Overdose.Deaths.per.100k",""
"Matagorda","Drug.Poisoning.Deaths.per.100k","13.59"
"Matagorda","Opioid.Dispensing.Rate.per.100","30"
"Matagorda","HPSA.Primary.Care.Score",""
"Matagorda","HPSA.Primary.Care.FTE.Short",""
"Matagorda","HPSA.Mental.FTE.Short",""
"Matagorda","HPSA.Mental.Score",""
"Matagorda","PCPs.per.100k","54"
"Matagorda","Nurse.Practitioners.per.100k","65"
"Matagorda","Physician.Assistants.per.100k","14"
"Matagorda","Dentists.per.100k","29.7"
"Matagorda","LCDCs.per.100k","2.7"
"Matagorda","LPCs.per.100k","37.8"
"Matagorda","LCSWs.per.100k","5.4"
"Matagorda","Psychiatrists.per.100k","-"
"Matagorda","Mental.Health.Providers.per.100k","43.66"
"Matagorda","Urgent.Care.Orgs.per.100k","0"
"Matagorda","Health.Centers.per.100k","3"
"Matagorda","Community.Mental.Health.Centers.per.100k","0"
"Matagorda","Rural.Health.Clinics.per.100k","11"
"Matagorda","Home.Health.Agencies.per.100k","8"
"Matagorda","Hospices.per.100k","0"
"Matagorda","Nursing.Facilities.per.100k","14"
"Matagorda","Nursing.Facility.Beds.per.100k","875"
"Matagorda","Skilled.Nursing.Facilities.per.100k","0"
"Matagorda","Skilled.Nursing.Facility.Beds.per.100k","0"
"Matagorda","Mental.Health.Facilities.per.1k","8.17"
"Matagorda","Mental.Health.Facilities.Accepting.Medicare.per.1k","2.72"
"Matagorda","Percent.Clinicians.Accepting.Medicaid","96.38"
"Matagorda","Percent.Nursing.Homes.For.Profit","100"
"Matagorda","Percent.Nursing.Homes.Chain","100"
"Matagorda","Percent.Hospitals.Private.For.Profit","65"
"Matagorda","Percent.Hospitals.Non.Profit","20"
"Matagorda","Percent.Hospitals.Government","15"
"Matagorda","Nursing.Home.Occupancy.Rate","54.29"
"Matagorda","Median.Distance.to.Urgent.Care","27.27"
"Matagorda","Median.Distance.to.Emergency.Department","6.59"
"Matagorda","Median.Distance.to.Medical.Surgical.ICU","6.62"
"Matagorda","Median.Distance.to.Trauma.Center","6.62"
"Matagorda","Median.Distance.to.Pediatric.ICU","60.73"
"Matagorda","Median.Distance.to.Obstetrics.Department","6.62"
"Matagorda","Median.Distance.to.Health.Clinic","5.06"
"Matagorda","Median.Distance.to.Alcohol.Drug.Incare","48.47"
"Maverick","State","Texas"
"Maverick","FIPS.Code","48323"
"Maverick","Population","58098"
"Maverick","Economic.Region","South Texas"
"Maverick","Overall.Social.Vulnerability","0.1542"
"Maverick","Socioeconomic.Social.Vulnerability","0.0988"
"Maverick","Household.Characteristics.Social.Vulnerability","0.2806"
"Maverick","Race.Ethnicity.Social.Vulnerability","0.6443"
"Maverick","Housing.Transport.Social.Vulnerability","0.1818"
"Maverick","Median.Age","29.8"
"Maverick","Percent.Age.0.to.17","31.24"
"Maverick","Percent.Age.Over.65","11.79"
"Maverick","Percent.Asian","0.05"
"Maverick","Percent.Black","0.64"
"Maverick","Percent.Hispanic","95.19"
"Maverick","Percent.White","2.52"
"Maverick","Percent.Households_Limited_English","24.94"
"Maverick","Percent.Veteran","1.28"
"Maverick","NCHS.Rural.Urban.Code","5"
"Maverick","Percent.Households.No.Computer.Device","19.69"
"Maverick","Percent.Households.Smartphone.Only","19.6"
"Maverick","Percent.Households.No.Internet","33.1"
"Maverick","Percent.Commute.Less.than.15min","40.76"
"Maverick","Percent.Commute.15min.to.29min","37.39"
"Maverick","Percent.Commute.30min.to.59min","11.45"
"Maverick","Percent.Commute.60min.or.More","10.4"
"Maverick","Percent.Housing.Units.No.Vehicle","6.66"
"Maverick","GINI.Index","0.46"
"Maverick","Percent.Unemployed","7.69"
"Maverick","Median.Household.Income","41385"
"Maverick","Median.Household.Income.Asian",""
"Maverick","Median.Household.Income.Black",""
"Maverick","Median.Household.Income.Hispanic","40754"
"Maverick","Median.Household.Income.White","85090"
"Maverick","Percent.in.Poverty","26.18"
"Maverick","Percent.in.Poverty.Asian","0"
"Maverick","Percent.in.Poverty.Black","0"
"Maverick","Percent.in.Poverty.Hispanic","26.39"
"Maverick","Percent.in.Poverty.White","32.9"
"Maverick","Percent.Households.Food.Stamps","26.59"
"Maverick","Median.Home.Value","100900"
"Maverick","Median.Rent","678"
"Maverick","Percent.Less.than.Highschool","38.53"
"Maverick","Percent.Highschool.Graduate","24.01"
"Maverick","Percent.with.Associate.Degree","21.8"
"Maverick","Percent.with.Bachelor.Degree","12.02"
"Maverick","Percent.with.Graduate.Degree","3.64"
"Maverick","Percent.Medicaid","25.77"
"Maverick","Percent.Medicare.Only","5.04"
"Maverick","Percent.Health.Insurance.Other","1.9"
"Maverick","Percent.No.Health.Insurance","29.22"
"Maverick","Obesity.Rate","44.5"
"Maverick","Diabetes.Rate","18"
"Maverick","Binge.Drinking.Rate","18.3"
"Maverick","Smoking.Rate","16.3"
"Maverick","Depression.Rate","18.9"
"Maverick","Anxiety.Disorders.Rate.Medicare","16"
"Maverick","Bipolar.Disorder.Rate.Medicare","3"
"Maverick","Depressive.Disorders.Rate.Medicare","14"
"Maverick","Personality.Disorders.Rate.Medicare","1"
"Maverick","Opioid.Overuse.Disorder.Rate.Medicare","1"
"Maverick","Birth.Defects.per.10k","372.44"
"Maverick","Deaths.from.Injury.per.100k","30.53"
"Maverick","Deaths.from.Transport.Accident.per.100k","14.41"
"Maverick","Deaths.from.Suicide.per.100k","4.8"
"Maverick","Deaths.from.Assault.per.100k","3.77"
"Maverick","Accidental.Deaths.by.Benzodiazepines.per.100k",""
"Maverick","Accidental.Deaths.by.Cannabis.per.100k","0"
"Maverick","Accidental.Deaths.by.Cocaine.per.100k","0"
"Maverick","Accidental.Deaths.by.Heroin.per.100k",""
"Maverick","Accidental.Deaths.by.Methadone.per.100k",""
"Maverick","Accidental.Deaths.by.Opioids.per.100k",""
"Maverick","Accidental.Deaths.by.Other.Narcotics.per.100k",""
"Maverick","Accidental.Deaths.by.Other.Opioids.per.100k",""
"Maverick","Accidental.Deaths.by.Psychostimulants.per.100k",""
"Maverick","Accidental.Deaths.by.Pyschotropics.per.100k",""
"Maverick","Accidental.Deaths.by.Synthetics.per.100k",""
"Maverick","Maternal.Deaths.per.100k",""
"Maverick","Opioid.Overdose.Deaths.per.100k",""
"Maverick","Drug.Poisoning.Deaths.per.100k","4.8"
"Maverick","Opioid.Dispensing.Rate.per.100","9.5"
"Maverick","HPSA.Primary.Care.Score",""
"Maverick","HPSA.Primary.Care.FTE.Short",""
"Maverick","HPSA.Mental.FTE.Short",""
"Maverick","HPSA.Mental.Score",""
"Maverick","PCPs.per.100k","41"
"Maverick","Nurse.Practitioners.per.100k","26"
"Maverick","Physician.Assistants.per.100k","22"
"Maverick","Dentists.per.100k","11.5"
"Maverick","LCDCs.per.100k","6.6"
"Maverick","LPCs.per.100k","16.4"
"Maverick","LCSWs.per.100k","-"
"Maverick","Psychiatrists.per.100k","1.6"
"Maverick","Mental.Health.Providers.per.100k","32.36"
"Maverick","Urgent.Care.Orgs.per.100k","0"
"Maverick","Health.Centers.per.100k","9"
"Maverick","Community.Mental.Health.Centers.per.100k","2"
"Maverick","Rural.Health.Clinics.per.100k","12"
"Maverick","Home.Health.Agencies.per.100k","9"
"Maverick","Hospices.per.100k","5"
"Maverick","Nursing.Facilities.per.100k","3"
"Maverick","Nursing.Facility.Beds.per.100k","344"
"Maverick","Skilled.Nursing.Facilities.per.100k","0"
"Maverick","Skilled.Nursing.Facility.Beds.per.100k","0"
"Maverick","Mental.Health.Facilities.per.1k","1.71"
"Maverick","Mental.Health.Facilities.Accepting.Medicare.per.1k","1.71"
"Maverick","Percent.Clinicians.Accepting.Medicaid","98.92"
"Maverick","Percent.Nursing.Homes.For.Profit","100"
"Maverick","Percent.Nursing.Homes.Chain","100"
"Maverick","Percent.Hospitals.Private.For.Profit","59.09"
"Maverick","Percent.Hospitals.Non.Profit","40.91"
"Maverick","Percent.Hospitals.Government","0"
"Maverick","Nursing.Home.Occupancy.Rate","69.17"
"Maverick","Median.Distance.to.Urgent.Care","57.09"
"Maverick","Median.Distance.to.Emergency.Department","2.46"
"Maverick","Median.Distance.to.Medical.Surgical.ICU","2.46"
"Maverick","Median.Distance.to.Trauma.Center","2.46"
"Maverick","Median.Distance.to.Pediatric.ICU","127.35"
"Maverick","Median.Distance.to.Obstetrics.Department","2.46"
"Maverick","Median.Distance.to.Health.Clinic","1.18"
"Maverick","Median.Distance.to.Alcohol.Drug.Incare","77.42"
"McCulloch","State","Texas"
"McCulloch","FIPS.Code","48307"
"McCulloch","Population","7970"
"McCulloch","Economic.Region","West Texas"
"McCulloch","Overall.Social.Vulnerability","0.1028"
"McCulloch","Socioeconomic.Social.Vulnerability","0.1818"
"McCulloch","Household.Characteristics.Social.Vulnerability","0.7589"
"McCulloch","Race.Ethnicity.Social.Vulnerability","0.1502"
"McCulloch","Housing.Transport.Social.Vulnerability","0.0119"
"McCulloch","Median.Age","45.6"
"McCulloch","Percent.Age.0.to.17","22.02"
"McCulloch","Percent.Age.Over.65","22.8"
"McCulloch","Percent.Asian","0.88"
"McCulloch","Percent.Black","1.05"
"McCulloch","Percent.Hispanic","32.7"
"McCulloch","Percent.White","60.11"
"McCulloch","Percent.Households_Limited_English","4.03"
"McCulloch","Percent.Veteran","8.77"
"McCulloch","NCHS.Rural.Urban.Code","6"
"McCulloch","Percent.Households.No.Computer.Device","9.97"
"McCulloch","Percent.Households.Smartphone.Only","10.85"
"McCulloch","Percent.Households.No.Internet","14.63"
"McCulloch","Percent.Commute.Less.than.15min","63.81"
"McCulloch","Percent.Commute.15min.to.29min","19.21"
"McCulloch","Percent.Commute.30min.to.59min","11.62"
"McCulloch","Percent.Commute.60min.or.More","5.35"
"McCulloch","Percent.Housing.Units.No.Vehicle","5.93"
"McCulloch","GINI.Index","0.43"
"McCulloch","Percent.Unemployed","4.92"
"McCulloch","Median.Household.Income","48618"
"McCulloch","Median.Household.Income.Asian",""
"McCulloch","Median.Household.Income.Black",""
"McCulloch","Median.Household.Income.Hispanic","40347"
"McCulloch","Median.Household.Income.White","49281"
"McCulloch","Percent.in.Poverty","15.23"
"McCulloch","Percent.in.Poverty.Asian","47.14"
"McCulloch","Percent.in.Poverty.Black","1.89"
"McCulloch","Percent.in.Poverty.Hispanic","17.36"
"McCulloch","Percent.in.Poverty.White","13.94"
"McCulloch","Percent.Households.Food.Stamps","13.74"
"McCulloch","Median.Home.Value","96300"
"McCulloch","Median.Rent","708"
"McCulloch","Percent.Less.than.Highschool","19.64"
"McCulloch","Percent.Highschool.Graduate","31.35"
"McCulloch","Percent.with.Associate.Degree","31.35"
"McCulloch","Percent.with.Bachelor.Degree","11.15"
"McCulloch","Percent.with.Graduate.Degree","6.52"
"McCulloch","Percent.Medicaid","16.79"
"McCulloch","Percent.Medicare.Only","6.27"
"McCulloch","Percent.Health.Insurance.Other","6.6"
"McCulloch","Percent.No.Health.Insurance","19.05"
"McCulloch","Obesity.Rate","37.4"
"McCulloch","Diabetes.Rate","15.5"
"McCulloch","Binge.Drinking.Rate","15.7"
"McCulloch","Smoking.Rate","18.7"
"McCulloch","Depression.Rate","22"
"McCulloch","Anxiety.Disorders.Rate.Medicare","15"
"McCulloch","Bipolar.Disorder.Rate.Medicare","3"
"McCulloch","Depressive.Disorders.Rate.Medicare","14"
"McCulloch","Personality.Disorders.Rate.Medicare","1"
"McCulloch","Opioid.Overuse.Disorder.Rate.Medicare","1"
"McCulloch","Birth.Defects.per.10k",""
"McCulloch","Deaths.from.Injury.per.100k","72.64"
"McCulloch","Deaths.from.Transport.Accident.per.100k","30.06"
"McCulloch","Deaths.from.Suicide.per.100k","25.05"
"McCulloch","Deaths.from.Assault.per.100k",""
"McCulloch","Accidental.Deaths.by.Benzodiazepines.per.100k",""
"McCulloch","Accidental.Deaths.by.Cannabis.per.100k",""
"McCulloch","Accidental.Deaths.by.Cocaine.per.100k",""
"McCulloch","Accidental.Deaths.by.Heroin.per.100k",""
"McCulloch","Accidental.Deaths.by.Methadone.per.100k",""
"McCulloch","Accidental.Deaths.by.Opioids.per.100k",""
"McCulloch","Accidental.Deaths.by.Other.Narcotics.per.100k",""
"McCulloch","Accidental.Deaths.by.Other.Opioids.per.100k",""
"McCulloch","Accidental.Deaths.by.Psychostimulants.per.100k",""
"McCulloch","Accidental.Deaths.by.Pyschotropics.per.100k",""
"McCulloch","Accidental.Deaths.by.Synthetics.per.100k",""
"McCulloch","Maternal.Deaths.per.100k",""
"McCulloch","Opioid.Overdose.Deaths.per.100k",""
"McCulloch","Drug.Poisoning.Deaths.per.100k",""
"McCulloch","Opioid.Dispensing.Rate.per.100","17.6"
"McCulloch","HPSA.Primary.Care.Score",""
"McCulloch","HPSA.Primary.Care.FTE.Short",""
"McCulloch","HPSA.Mental.FTE.Short",""
"McCulloch","HPSA.Mental.Score",""
"McCulloch","PCPs.per.100k",""
"McCulloch","Nurse.Practitioners.per.100k","0"
"McCulloch","Physician.Assistants.per.100k","51"
"McCulloch","Dentists.per.100k",""
"McCulloch","LCDCs.per.100k",""
"McCulloch","LPCs.per.100k",""
"McCulloch","LCSWs.per.100k",""
"McCulloch","Psychiatrists.per.100k",""
"McCulloch","Mental.Health.Providers.per.100k","37.58"
"McCulloch","Urgent.Care.Orgs.per.100k","0"
"McCulloch","Health.Centers.per.100k","0"
"McCulloch","Community.Mental.Health.Centers.per.100k","0"
"McCulloch","Rural.Health.Clinics.per.100k","38"
"McCulloch","Home.Health.Agencies.per.100k","50"
"McCulloch","Hospices.per.100k","0"
"McCulloch","Nursing.Facilities.per.100k","38"
"McCulloch","Nursing.Facility.Beds.per.100k","2760"
"McCulloch","Skilled.Nursing.Facilities.per.100k","0"
"McCulloch","Skilled.Nursing.Facility.Beds.per.100k","0"
"McCulloch","Mental.Health.Facilities.per.1k","0"
"McCulloch","Mental.Health.Facilities.Accepting.Medicare.per.1k","0"
"McCulloch","Percent.Clinicians.Accepting.Medicaid","100"
"McCulloch","Percent.Nursing.Homes.For.Profit",""
"McCulloch","Percent.Nursing.Homes.Chain",""
"McCulloch","Percent.Hospitals.Private.For.Profit","45.45"
"McCulloch","Percent.Hospitals.Non.Profit","36.36"
"McCulloch","Percent.Hospitals.Government","18.18"
"McCulloch","Nursing.Home.Occupancy.Rate",""
"McCulloch","Median.Distance.to.Urgent.Care","36.57"
"McCulloch","Median.Distance.to.Emergency.Department","1.06"
"McCulloch","Median.Distance.to.Medical.Surgical.ICU","42.97"
"McCulloch","Median.Distance.to.Trauma.Center","1.06"
"McCulloch","Median.Distance.to.Pediatric.ICU","68.79"
"McCulloch","Median.Distance.to.Obstetrics.Department","42.97"
"McCulloch","Median.Distance.to.Health.Clinic","0.88"
"McCulloch","Median.Distance.to.Alcohol.Drug.Incare","67.19"
"McLennan","State","Texas"
"McLennan","FIPS.Code","48309"
"McLennan","Population","254045"
"McLennan","Economic.Region","Central Texas"
"McLennan","Overall.Social.Vulnerability","0.7708"
"McLennan","Socioeconomic.Social.Vulnerability","0.8261"
"McLennan","Household.Characteristics.Social.Vulnerability","0.7312"
"McLennan","Race.Ethnicity.Social.Vulnerability","0.7352"
"McLennan","Housing.Transport.Social.Vulnerability","0.5375"
"McLennan","Median.Age","33.6"
"McLennan","Percent.Age.0.to.17","24.59"
"McLennan","Percent.Age.Over.65","14.43"
"McLennan","Percent.Asian","1.67"
"McLennan","Percent.Black","14.38"
"McLennan","Percent.Hispanic","26.54"
"McLennan","Percent.White","55.43"
"McLennan","Percent.Households_Limited_English","6.21"
"McLennan","Percent.Veteran","7.11"
"McLennan","NCHS.Rural.Urban.Code","3"
"McLennan","Percent.Households.No.Computer.Device","9.7"
