"Name of City","Name of Paper","TPA Member","County Seat","Address","Address2","PO Address","PO Address2","Website","Main Phone","Main Fax","Email","circulation","County","Pub Day","founded","Page Size","Column Width","Congressional District","Representative District","State Senator District","publisher","editor","Ad Director","fips","pov_perc_all","pov_perc_under_18","Alcohol_Abuse","Autism_Spectrum_Disorders","Depression","Drug_Abuse_Substance_Abuse","Schizophrenia_Other_Psychotic_Disorders","total_pop","total_jail_pop","total_jail_pretrial","unemployment","X2020.Total.Population","X2020.LCDC.Total","Ratio.of.LCDCs.to.100.000.Population","X2020.LCSW.Total","Ratio.of.LCSWs.to.100.000.Population","X2020.LPC.Total","Ratio.of.LPCs.to.100.000.Population","X2020.LBSW.Total","Ratio.of.LBSWs.to.100.000.Population","X2020.LMSW.Total","Ratio.of.LMSWs.to.100.000.Population","X2020.Primary.Care.Physician.Total","Ratio.of.Primary.Care.Physicians.to.100.000.Population","MSA_type","Central_Outlying","CBSA.Code","CBSA.Title","CBSA.level","RUCC_2013","State","NCHS_2013","UIC_2013","opioid_per_100","alc_est_per_capita","vet_percent_2020","percent_uninsured","Temp_MH_Services_NewApp_2020","Ext_MH_Services_NewApp_2020","Modification_NewApp_2020","Auth_Meds_NewApp_2020","Temp_MH_Services_Hearing_2020","Ext_MH_Services_Hearing_2020","Modification_Hearing_2020","Auth_Meds_Hearing_2020","Temp_MH_Services_NewApp_2020_per100k","Ext_MH_Services_NewApp_2020_per100k","Modification_NewApp_2020_per100k","Auth_Meds_NewApp_2020_per100k","Temp_MH_Services_Hearing_2020_per100k","Ext_MH_Services_Hearing_2020_per100k","Modification_Hearing_2020_per100k","Auth_Meds_Hearing_2020_per100k","X2020.Psychiatrist.Total","Ratio.of.Psychiatrists.to.100.000.Population","Total.Traffic.Fatalities","Total.Traffic.Fatalities.BAC.gt.08","Percent.Traffic.Fatalities.BAC.gt.08","Traffic_Fatalities_per_100k","I_35","percent_comp","County Code","Name.y","UNC2020_Count_Papers","desert","ACS5Y2020_Hispanic_Percent","ACS5Y2020_Poverty_Percent","ACS5Y2020_GINI_Index","ACS5Y2020_Highschool_Percent","ACS5Y2020_GED_Percent","ACS5Y2020_Bachelors_Percent","ACS5Y2020_Masters_Percent","ACS5Y2020_Professional_Percent","ACS5Y2020_Doctorate_Percent","ACS5Y2020_SNAP_Percent","ACS5Y2020_Unemployment_Percent","ACS5Y2020_Median Household Income","Zero_Papers","One_Or_Fewer_Papers"
"La Grange","The Fayette County Record","*","*","127 S. Washington St.","La Grange, TX 78945-2628","PO Box 400","La Grange, TX 78945-0400","www.fayettecountyrecord.com","979-968-3155","979-968-6767","editor@fayettecountyrecord.com",5680,"Fayette","Tuesday / Friday",1922,"6 col. x 21”","1.7833","10","85","18","Regina Barton Keilers","Jeff Wick","Becky Weise",48149,9.4,14.4,1.5449,NA,15.7504,1.5851,2.5482,25349,27,12,3.1,26086,0,0,0,0,5,19.2,6,23,4,15.3,12,46,NA,NA,NA,NA,NA,6,"TX",6,4,63.2,28.6474319623491,7.31328013095969,27.741950750351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.8,22,2,10,84.3364256689412,"Non I-35 Corridor",0.883333333333333,"149","Fayette",3,FALSE,0.213609537766863,0.112269963355213,0.4509,0.355100714749838,0.0398527182152913,0.163038769763916,0.0481373186051549,0.00698505523066927,0.00519818063677713,0.0746152994575446,0.0408522627223103,62872,FALSE,FALSE
"La Vernia","La Vernia News","*",NA,"112 E Chihuahua St","La Vernia, TX 78121","112 E Chihuahua St","La Vernia, TX 78121","www.lavernianews.com","830-779-3751","210-855-4848","reader@lavernianews.com",848,"Wilson","Thursday",1969,"6x20.5","1.556","28","44","21","Elaine Kolodziej","Nannette Kilbey-Smith","Kristen Weaver",48493,9.4,11.5,1.5632,NA,17.1738,3.293,2.3135,50224,117,0,3,51802,5,9.7,8,15.4,27,52.1,6,11.6,15,29,16,30.9,"Metropolitan Statistical Area","Outlying",41700,"San Antonio-New Braunfels, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,12.1,NA,8.88589632785963,19.5224091410637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.9,6,3,48,11.5825643797537,"Non I-35 Corridor",0.95,"493","Wilson",2,FALSE,0.40055877070445,0.0998603493290696,0.4374,0.279863380737862,0.0634808468038748,0.159879869269499,0.0563554456320113,0.00444601478079086,0.00845037246415217,0.0859467918622848,0.0400601528885918,80082,FALSE,FALSE
"Lakeway","Lake Travis View","*",NA,"305 S. Congress Ave.","Austin, TX 78704","305 S. Congress Ave.","Austin, TX 78704","https://www.statesman.com/lake-travis-view/","512-445-3863",NA,"tlabinski@statesman.com",901,"Travis","Thursday",1986,"6 col. x 21”","1.55""","25","19, 47","25","Patrick Dorsey","Tom Labinski","Andrea Vick",48453,10.2,10.9,2.4612,0.2881,18.503,3.0947,3.3085,1248743,2441,1784,2.7,1291502,386,29.9,1451,112.3,1698,131.5,176,13.6,1239,95.9,1321,102.3,"Metropolitan Statistical Area","Central",12420,"Austin-Round Rock-Georgetown, TX","Metropolitan Statistical Area-Central",1,"TX",1,1,39.1,23.7949818166035,4.28836727670696,13.7411847710609,1975,26,2,594,1663,21,0,479,152.922720986882,2.01315987121971,0.154858451632286,45.9929601347888,128.764802532245,1.626013742139,0,37.0885991659324,241,18.7,190,48,25,14.7115529050671,"I-35 Corridor",0.983333333333333,"453","Travis",7,FALSE,0.335951215300539,0.113763659864478,0.4736,0.131880784270249,0.0254224956866984,0.324479228017175,0.135949261253271,0.0316678330480896,0.0232433256421449,0.0655787732615033,0.0431027341357521,80668,FALSE,FALSE
"Lamesa","Lamesa Press Reporter","*","*","523 N. 1st St.","Lamesa, TX 79331-5405","PO Box 710","Lamesa, TX 79331-0710","www.pressreporter.com","806-872-2177","806-872-2623","editor@pressreporter.com",1726,"Dawson","Sunday / Wednesday",1905,"6 col. x 21”","1.67","19","82","31","Russel Skiles","Russel Skiles","Becky Gonzales",48115,18.7,24.4,1.0566,NA,12.3679,1.4916,1.9267,12619,39,20,4.6,13592,0,0,2,14.7,4,29.4,3,22.1,2,14.7,6,44.1,"Micropolitan Statistical Area","Central",29500,"Lamesa, TX","Micropolitan Statistical Area-Central",7,"TX",5,8,9.1,NA,3.71708413615928,24.1987973451614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,NA,3,44.1436138905238,"Non I-35 Corridor",0.933333333333333,"115","Dawson",1,TRUE,0.580434275040859,0.226392801963101,0.5129,0.256359594961719,0.0801432452457397,0.116325018523092,0.0206223758952828,0.00530995307483329,0.00234625833539145,0.146049661399549,0.0727790201260419,40469,FALSE,TRUE
"Lampasas","Lampasas Dispatch Record","*","*","416 S. Live Oak","Lampasas, TX 76550-2940","PO Box 631","Lampasas, TX 76550-0005","www.lampasasdispatchrecord.com","512-556-6262","512-556-3278","news@lampasas.com",2304,"Lampasas","Tuesday / Friday",1906,"6 col. x 21”","1.833","11","68","24","David Lowe, Gail Lowe",NA,"Teresa Thornton",48281,10,18,1.7651,NA,17.4985,2.4954,2.1911,21229,27,26,3.3,21037,8,38,5,23.8,15,71.3,1,4.8,7,33.3,8,38,"Metropolitan Statistical Area","Outlying",28660,"Killeen-Temple, TX","Metropolitan Statistical Area-Outlying",2,"TX",3,2,15.9,18.4953992694317,13.3860452212512,12.8642752766609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,10,57.0423539478062,"Non I-35 Corridor",0.966666666666667,"281","Lampasas",1,TRUE,0.196718986384266,0.109225621414914,0.4089,0.223885584441623,0.0689032947938248,0.123504644790483,0.0523290783933703,0.00735146695181448,0.00106930428390029,0.0976607439601176,0.0712975946499838,64808,FALSE,TRUE
"Laredo","Laredo Morning Times","*","*","111 Esperanza Dr.","Laredo, TX 78041","PO Box 2129","Laredo, TX 78044-2129","www.lmtonline.com","956-728-2500","956-723-1227","bill@lmtonline.com",5831,"Webb","Daily",1881,"6x20.75","1.54","28","42, 80","21","William B. Green","Zach Davis","GM: Adriana Devally",48479,19.9,30.3,2.0956,0.3276,14.5442,1.4976,2.3244,275910,544,461,4.3,276183,94,34,8,2.9,125,45.3,35,12.7,40,14.5,116,42,"Metropolitan Statistical Area","Central",29700,"Laredo, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,16.2,5.61557986477684,2.05754846245423,28.8039803504944,0,0,56,0,0,0,0,0,0,0,20.2764109304338,0,0,0,0,0,8,2.9,35,5,15,12.6727568315211,"Non I-35 Corridor",0.983333333333333,"479","Webb",1,TRUE,0.955073186172671,0.246392549510417,0.4625,0.206507750899862,0.0391889155272768,0.133839390118828,0.0418607385728937,0.00793707824064699,0.0039914031317163,0.245594511795973,0.0566911273053517,50296,FALSE,TRUE
"Leonard","The Leonard Graphic","*",NA,"100 E. Collin St., Ste 201","Leonard, TX 75452","PO Box 1347","Leonard, TX 75452-1347","www.theleonardgraphic.com","903-587-2850","903-587-0297","editor@theleonardgraphic.com",710,"Fannin","Thursday",1890,"6 col. x 21”","1.6","4","62","1","Jason & Betsy Blevins","Betsy Blevins","Allison Blevins",48147,15.4,17.5,1.4551,0.2298,18.8589,4.0781,2.9102,35286,452,452,2.9,34597,4,11.6,15,43.4,13,37.6,12,34.7,13,37.6,10,28.9,"Micropolitan Statistical Area","Central",14300,"Bonham, TX","Micropolitan Statistical Area-Central",6,"TX",6,4,18.4,NA,8.33099657899164,24.2695182561874,5,0,0,1,2,0,0,0,14.4521201260225,0,0,2.8904240252045,5.78084805040899,0,0,0,0,0,20,4,22,57.8084805040899,"Non I-35 Corridor",0.966666666666667,"147","Fannin",2,FALSE,0.11604748045426,0.124898570626053,0.4658,0.285075597463827,0.0753129572427248,0.121890749471631,0.0467403674199317,0.00638107624776459,0.00434888635994147,0.118392381567267,0.0465560384564731,57898,FALSE,FALSE
"Levelland","Levelland & Hockley County News-Press","*","*","711 Austin St.","Levelland, TX 79336-4523","PO Box 1628","Levelland, TX 79336-1628","www.levellandnews.net","806-894-3121","806-894-7957","levellandnews@valornet.com",3428,"Hockley","Sunday / Wednesday",1928,"6 col. x 21”","1.833","19","88","28","Stephen & Pat Henry","Kati Moody","Michelle Davis",48219,12.9,19.5,1.5531,NA,17.6445,2.0708,2.3296,22980,75,58,3.7,24636,1,4.1,1,4.1,15,60.9,4,16.2,3,12.2,11,44.7,"Micropolitan Statistical Area","Central",30220,"Levelland, TX","Micropolitan Statistical Area-Central",6,"TX",5,5,27.7,NA,4.94962158146446,27.2771567106247,1,0,0,0,0,0,0,0,4.05910050332846,0,0,0,0,0,0,0,0,0,9,3,33,36.5319045299562,"Non I-35 Corridor",0.95,"219","Hockley",1,TRUE,0.48564343513443,0.152676234317177,0.433,0.236816474189509,0.0450813969667455,0.108598859051064,0.0382635313760957,0.00466119382217893,0.00500904410741617,0.123652583323008,0.0655355644635033,47010,FALSE,TRUE
"Lexington","Lexington Leader","*",NA,"612 Wheatley St.","Lexington, TX 78947","PO Box 547","Lexington, TX 78947","www.lexingtonleader.com","979-773-3022","979-773-4125","editor@lexingtonleader.com",1405,"Lee","Thursday",1997,"6 col. x 21”","1.5625","17","17","18","Cindy Terrell","Cindy Terrell","Monica Eberz",48287,10.6,15,2.2546,NA,17.595,3.3599,3.1388,17144,44,20,3.2,17595,4,22.7,0,0,11,62.5,2,11.4,3,17.1,4,22.7,NA,NA,NA,NA,NA,6,"TX",6,4,11,NA,6.76278750429111,27.741950750351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,18,68.2011935208866,"Non I-35 Corridor",0.866666666666667,"287","Lee",2,FALSE,0.238150692907884,0.114994026284349,0.4179,0.331615263114141,0.0342505611439022,0.094355308005653,0.0392385069415579,0.00332529719843711,0.00282650261867154,0.104887157006007,0.0248833592534992,56696,FALSE,FALSE
"Liberty Hill","The Liberty Hill Independent","*",NA,"921 Loop 332","Liberty Hill, TX 78642","PO Box 1235","Liberty Hill, TX 78642","www.LHIndependent.com","512-778-5577",NA,"news@LHIndependent.com",1254,"Williamson","Thursday",1987,"6 col. x 21”","1.5625","31","20","5, 24","Shelly Wilkison","Shelly Wilkison, Managing Editor","Stacy Coale",48491,5.6,6.3,2.0875,0.1303,18.9043,2.7049,1.8703,566719,626,466,2.7,589914,107,18.1,237,40.2,504,85.4,56,9.5,211,35.8,509,86.3,"Metropolitan Statistical Area","Central",12420,"Austin-Round Rock-Georgetown, TX","Metropolitan Statistical Area-Central",1,"TX",2,1,29.2,7.06055824385855,5.74893640079013,10.2283902466297,296,0,0,35,58,0,0,28,50.1768054326563,0,0,5.93306820994247,9.83194160504751,0,0,4.74645456795397,55,9.3,59,17,28,10.0014578396173,"I-35 Corridor",0.983333333333333,"491","Williamson",8,FALSE,0.246212991092794,0.060568218400767,0.3948,0.169332918953656,0.0331091117876971,0.276482548645716,0.112380295192845,0.0172090475237303,0.0126420918447973,0.0502676582692318,0.0495918868078842,90834,FALSE,FALSE
"Liberty","The Vindicator","*","*","1939 Trinity","Liberty, TX 77575","P.O. Box 9189","Liberty, TX 77575","www.thevindicator.com","936-336-3611","936-336-3345","publisher@thevindicator.com",1236,"Liberty","Thursday",1887,"6 col. x 21”","1.6042","36","18","3","Jennifer Gray Richardson","Russell Payne","Jazmin Morua",48291,14.4,20,1.8196,NA,18.3333,5.948,3.1346,86323,225,122,6.5,85284,11,12.9,4,4.7,20,23.5,3,3.5,4,4.7,31,36.3,"Metropolitan Statistical Area","Outlying",26420,"Houston-The Woodlands-Sugar Land, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,28.8,3.27410835115903,5.1709084559305,24.7739434242249,36,0,0,0,0,0,0,0,42.2119037568594,0,0,0,0,0,0,0,0,0,35,8,22,41.0393508747244,"Non I-35 Corridor",0.966666666666667,"291","Liberty",3,FALSE,0.267496779733791,0.147584642634148,0.4523,0.311023054755043,0.0795028818443804,0.071235590778098,0.0233969740634006,0.00300792507204611,0.0011707492795389,0.165882481671955,0.0754344624447717,50917,FALSE,FALSE
"Lindale","Lindale News & Times","*",NA,"104 S. Main St.","Lindale, TX 75771","PO Box 1559","Lindale, TX 75771-1559","www.lindalenews-times.com","903-882-8880","903-882-8234","news@lindalenews-times.com",970,"Smith","Thursday",1900,"6 col. x 21”","1.548","1","5","1","Jim Bardwell","Terry Cannon","Mary Vandiver",48423,12.7,18.2,1.7074,0.1929,18.8819,3.3899,2.5362,230221,804,421,3.5,235143,72,30.6,44,18.7,212,90.2,86,36.6,72,30.6,284,120.8,"Metropolitan Statistical Area","Central",46340,"Tyler, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,99.5,2.56982426685055,6.12389122790487,18.7904566526413,140,21,0,34,9,4,0,4,59.538238433634,8.9307357650451,0,14.4592864767397,3.82745818501933,1.70109252667526,0,1.70109252667526,21,8.9,57,17,29,24.2405685051224,"Non I-35 Corridor",0.983333333333333,"423","Smith",2,FALSE,0.196881625134675,0.139543678866672,0.4611,0.189748302513008,0.0452685235995319,0.182555056759205,0.0586500763621217,0.0183070749009937,0.0108493715827124,0.0948476397331928,0.0546573030649464,59450,FALSE,FALSE
"Lindsay","Lindsay Letter","*",NA,"117 1st St.","Muenster, TX 76252","PO Box 295","Lindsay, TX 76250-0295","www.lindsayletter.net","940-759-4311","940-759-4110","muensternews@ntin.net",420,"Cooke","Friday",2007,"6 col. x 21”","1.81.833","26","68","30","Scott Wood","Steve Snyder",NA,48097,11.3,16.1,1.6189,NA,16.4496,2.9959,2.3074,40574,70,38,3.1,39727,5,12.6,3,7.6,24,60.4,15,37.8,2,5,17,42.8,"Micropolitan Statistical Area","Central",23620,"Gainesville, TX","Micropolitan Statistical Area-Central",6,"TX",5,3,31.5,NA,6.42219448977633,24.2695182561874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,24,22.6546177662547,"Non I-35 Corridor",0.95,"097","Cooke",2,FALSE,0.182447808449589,0.128430629264594,0.4353,0.251964779508077,0.0563236792315529,0.147285693494397,0.0469363993596274,0.0143356134478242,0.00909620142628438,0.0972955569864778,0.0404085039524721,62733,FALSE,FALSE
"Littlefield","The Lamb County Leader-News","*","*","313 W. 4th","Littlefield, TX 79339-3313","PO Box 310","Littlefield, TX 79339-0310","www.lambcountyleadernews.com","806-385-4481","806-385-4640","news@lambcountyleadernews.com",1786,"Lamb","Sunday / Wednesday",1918,"6 col. x 21”","1.833","19","88","28","Brett Wesner","Joella Lovvorn","Grata Reber",48279,17.6,24.5,1.0465,NA,14.9419,1.9186,2.1512,13158,43,39,3.6,12776,1,7.8,0,0,5,39.1,3,23.5,2,15.7,5,39.1,NA,NA,NA,NA,NA,6,"TX",6,6,14.5,NA,4.024530471445,27.2771567106247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,"Non I-35 Corridor",0.8,"279","Lamb",2,FALSE,0.558611153787064,0.19383775351014,0.4346,0.295592153063696,0.0549769920077501,0.0979656091063211,0.023613465730201,0.00217970452894163,0.00181642044078469,0.122184445388865,0.0417034811804206,44935,FALSE,FALSE
"Livingston","Polk County Enterprise","*","*","100 E. Calhoun","Livingston, TX 77351-2908","PO Box 1276","Livingston, TX 77351-1276","www.easttexasnews.com","936-327-4357","936-327-7156","kelli@polkcountypublishing.com",4360,"Polk","Sunday / Thursday",1904,"6 col. x 21”","1.6273","36","9","3","Kelli Barnes","Emily Banks Wooten","Kelli Barnes",48373,15,22.9,1.8247,NA,15.6747,2.3547,1.9115,50031,955,215,6,49080,5,10.2,6,12.2,22,44.8,7,14.3,7,14.3,30,61.1,NA,NA,NA,NA,NA,6,"TX",6,4,27.2,NA,8.51505296969455,26.1826246976852,8,1,0,0,0,0,0,0,16.2999185004075,2.03748981255094,0,0,0,0,0,0,0,0,21,5,23,42.7872860635697,"Non I-35 Corridor",0.866666666666667,"373","Polk",1,TRUE,0.153464260791546,0.167466999720063,0.449,0.268104351662898,0.10592355633997,0.104517125365396,0.0300314378688434,0.00518449065137058,0.00336440350780431,0.152911674561159,0.0911501012243324,50351,FALSE,TRUE
"Lockhart","Lockhart Post-Register","*","*","111 S. Church","Lockhart, TX 78644-2641","111 S. Church","Lockhart, TX 78644-2641","www.post-register.com","512-398-4886",NA,"editor@post-register.com",2293,"Caldwell","Thursday",1872,"6 col. x 21”","1.5625","36","17","21","Dana Garrett","Miles Smith","Dana Garrett",48055,12.7,18.6,2.324,NA,17.9245,3.9577,3.1753,43247,194,100,3.2,44284,12,27.1,13,29.4,19,42.9,3,6.8,9,20.3,15,33.9,"Metropolitan Statistical Area","Outlying",12420,"Austin-Round Rock-Georgetown, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,6.5,NA,5.18710633567988,27.741950750351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,11,31.6141269984645,"I-35 Corridor",0.95,"055","Caldwell",2,FALSE,0.530630357101151,0.158350393409466,0.4445,0.314113005393275,0.0637057950555616,0.106381438447895,0.0373185651717523,0.00220798494226662,0.00202700256994969,0.087846667634674,0.0252173470944125,59846,FALSE,FALSE
"Longview","Longview News-Journal","*","*","320 E. Methvin St.","Longview, TX 75601-7323","PO Box 1792","Longview, TX 75606-1792","www.news-journal.com","903-757-3311","903-757-3742","info@news-journal.com",9993,"Gregg","Daily (ex Mon)",1871,"6 col x 20.5”","1.63","1","7, 9","1","Stephen McHaney","Tim Thorsen","Tracy Stopani",48183,18.1,26.3,1.8127,0.1678,19.2414,3.2226,3.1286,123707,697,497,4.4,125730,49,39,35,27.8,106,84.3,32,25.5,44,35,150,119.3,"Metropolitan Statistical Area","Central",30980,"Longview, TX","Metropolitan Statistical Area-Central",3,"TX",4,2,105,6.43920186092934,6.62271911396582,21.7248544096947,173,0,0,173,341,0,0,172,137.596436809035,0,0,137.596436809035,271.216097987752,0,0,136.801081682971,12,9.5,40,7,18,31.8142050425515,"Non I-35 Corridor",0.983333333333333,"183","Gregg",3,FALSE,0.188897786189771,0.175518107686273,0.4699,0.231236361369163,0.0484444167342104,0.14848806035289,0.0471475777791633,0.0115717937527277,0.00442670989463183,0.142547754147356,0.0408364296206688,52027,FALSE,FALSE
"Lubbock","Lubbock Avalanche-Journal","*","*","710 Ave. J","Lubbock, TX 79401-1808","PO Box 491","Lubbock, TX 79408-0491","www.lubbockonline.com","806-762-8844","806-765-8770","ayoung@lubbockonline.com",10362,"Lubbock","Daily",1900,"6 col. x 21”","1.5556","19","83, 84","28","Shoni Wiseman, General Manager","Jill Nevels-Haun","Shoni Wiseman",48303,15.8,18.4,1.6691,0.2669,19.3921,2.5176,2.8602,307412,1211,1174,3,317210,108,34,66,20.8,379,119.5,160,50.4,123,38.8,274,86.4,"Metropolitan Statistical Area","Central",31180,"Lubbock, TX","Metropolitan Statistical Area-Central",2,"TX",3,2,85.7,11.91093198214,5.00291334957942,17.2895476222038,137,0,0,6,121,0,0,5,43.1890545695281,0,0,1.89149144100123,38.1450773935248,0,0,1.57624286750102,19,6,91,32,35,28.6876201885186,"Non I-35 Corridor",0.983333333333333,"303","Lubbock",4,FALSE,0.35809618926561,0.185177429052023,0.4832,0.199682826128565,0.0513384190523063,0.199901566729555,0.079014573592541,0.0184945178136877,0.0225904355672217,0.117775775518085,0.0431763995295165,53425,FALSE,FALSE
"Lufkin","Lufkin Daily News","*","*","300 Ellis Ave.","Lufkin, TX 75904","300 Ellis Ave.","Lufkin, TX 75904","www.lufkindailynews.com","936-632-6631","936-632-6655","jackie.zimmerman@lufkindailynews.com",5087,"Angelina","Wednesday / Friday / Saturday",1907,"6 col. x 21”","1.77","1","9","3","Jackie Zimmerman","Jeff Pownall","Stacey Mitchell",48005,17,25.1,2.2809,0.6254,17.7872,2.9983,3.5869,87092,244,225,4.6,90437,18,19.9,12,13.3,61,67.5,58,64.1,27,29.9,84,92.9,"Micropolitan Statistical Area","Central",31260,"Lufkin, TX","Micropolitan Statistical Area-Central",5,"TX",5,8,58.3,3.47242317263731,6.48069911453209,17.5960138440132,55,1,0,4,5,0,0,4,60.8158165352676,1.10574211882305,0,4.42296847529219,5.52871059411524,0,0,4.42296847529219,12,13.3,19,6,29,21.0091002576379,"Non I-35 Corridor",0.983333333333333,"005","Angelina",1,TRUE,0.222890529046477,0.173473015572041,0.4423,0.241021436918944,0.0665608484066212,0.12476670562174,0.0438331792572954,0.00757007552632956,0.00566883535957859,0.193318031114512,0.0669612074469444,49684,FALSE,TRUE
"Luling","Luling Newsboy and Signal","*",NA,"415 E. Davis","Luling, TX 78648-2399","PO Box 427","Hallettsville, TX 77964","www.lulingnewsboy.com","830-875-2116","830-875-2124","LulingNewsboy@gmail.com",917,"Caldwell","Thursday",1878,"6 col. x 21”","1.5625","15, 27","17","21","Buddy Preuss","Bobby Horecka","Kristie Bludau",48055,12.7,18.6,2.324,NA,17.9245,3.9577,3.1753,43247,194,100,3.2,44284,12,27.1,13,29.4,19,42.9,3,6.8,9,20.3,15,33.9,"Metropolitan Statistical Area","Outlying",12420,"Austin-Round Rock-Georgetown, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,6.5,NA,5.18710633567988,27.741950750351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,11,31.6141269984645,"I-35 Corridor",0.95,"055","Caldwell",2,FALSE,0.530630357101151,0.158350393409466,0.4445,0.314113005393275,0.0637057950555616,0.106381438447895,0.0373185651717523,0.00220798494226662,0.00202700256994969,0.087846667634674,0.0252173470944125,59846,FALSE,FALSE
"Mabank","The Monitor","*",NA,"1316 S. 3rd Street, Suite 108","Mabank, TX 75147-8640","PO Box 48","Mabank, TX 75147-0048","www.themonitor.net","903-887-4511","903-887-4510","publisher@themonitor.net",1874,"Kaufman","Sunday / Thursday",1974,"6 col x 22”","1.6019","5","4","2, 3","Stephanie Evans, General Manager","Ashlee Sawyer","Janice Grubbs-Vincik",48257,9.2,12.7,1.7758,0.1758,21.0989,4.0527,2.9099,128622,422,364,3.4,125134,38,30.4,29,23.2,81,64.7,19,15.2,47,37.6,43,34.4,"Metropolitan Statistical Area","Outlying",19100,"Dallas-Fort Worth-Arlington, TX","Metropolitan Statistical Area-Outlying",1,"TX",2,1,20.7,NA,5.05883972197371,13.700333237648,273,5,0,33,271,0,0,33,218.166125913021,3.99571659181358,0,26.3717295059696,216.567839276296,0,0,26.3717295059696,19,15.2,50,10,21,39.9571659181358,"Non I-35 Corridor",0.966666666666667,"257","Kaufman",4,FALSE,0.224104721400394,0.107385223305975,0.4079,0.266898039357459,0.0637961992215273,0.141848330380921,0.0500704963667257,0.00484436571345938,0.0050251256281407,0.0994979228789153,0.0532497323749809,72179,FALSE,FALSE
"Madisonville","Madisonville Meteor","*","*","205 N. Madison","Madisonville, TX 77864-1509","PO Box 999","Madisonville, TX 77864-0999","www.madisonvillemeteor.com","936-348-3505","936-348-3338","publisher@madisonvillemeteor.com",833,"Madison","Wednesday",1894,"6 col. x 21”","1.52","8","12","5","Jonathan Deeley","Campbell Atkins",NA,48313,17.4,21.6,1.8385,NA,21.7334,3.086,2.6921,14422,36,17,4,14527,1,6.9,0,0,2,13.8,3,20.7,1,6.9,8,55.1,NA,NA,NA,NA,NA,6,"TX",6,6,23.2,NA,5.70048309178744,18.638750910759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,37,103.256006057686,"Non I-35 Corridor",0.866666666666667,"313","Madison",1,TRUE,0.235955056179775,0.106251091321809,0.422,0.241242765763022,0.147426134632958,0.0954411615392426,0.0366534673570921,0.00446745862524114,0.00172606355975226,0.130796670630202,0.0571969696969697,60499,FALSE,TRUE
"Marble Falls","The Highlander","*",NA,"905 3rd St","Marble Falls, TX 78654","PO Box 1000","Marble Falls, TX 78654-1000","www.highlandernews.com","830-693-4367","830-693-3650","jeff@highlandernews.com",5236,"Burnet","Tuesday / Friday",1959,"6 col. x 21”","1.69","25","19","24","Jeff Shabram","Jeff Shabram","Kim Green",48053,9.5,16.4,2.021,NA,15.9783,3.9283,1.7936,47542,428,452,2.7,48196,19,39.4,10,20.7,26,53.9,4,8.3,7,14.5,45,93.4,NA,NA,NA,NA,NA,6,"TX",6,4,13.9,NA,7.83228170160798,12.8642752766609,0,1,0,0,0,0,0,0,0,2.07486098431405,0,0,0,0,0,0,3,6.2,9,3,28,18.6737488588265,"Non I-35 Corridor",0.866666666666667,"053","Burnet",4,FALSE,0.2234583999327,0.0751289813669893,0.43,0.26071725448284,0.0432549578434865,0.17266357914737,0.0694098088113051,0.015437596484978,0.0100047500296877,0.0597676023930051,0.0320753033547466,59919,FALSE,FALSE
"Marfa","The Big Bend Sentinel","*","*","209 1/2 W. El Paso St.","Marfa, TX 79843","Drawer P","Marfa, TX 79843-0459","www.bigbendsentinel.com","432-729-4342",NA,"editor@bigbendsentinel.com",2760,"Presidio","Thursday",1926,"6 col. x 21”","2.0625","23","74","29","Max Kabat","Maise Crow","Max Kabat",48377,19.4,32.4,1.2397,0,8.4298,NA,NA,6948,73,76,7,5906,0,0,1,16.9,3,50.8,0,0,0,0,3,50.8,NA,NA,NA,NA,NA,7,"TX",6,11,5.8,NA,2.18561409231773,24.4458824396133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,70,33.8638672536404,"Non I-35 Corridor",0.85,"377","Presidio",1,TRUE,0.802144535840188,0.398794649419374,0.4854,0.0790960451977401,0.0296045197740113,0.146440677966102,0.0458757062146893,0.00248587570621469,0,0.434883720930233,0.098501753267453,22716,FALSE,TRUE
