Area,Age group,Race,Sex,,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Karnes,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Karnes,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Karnes,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Karnes,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,--
Karnes,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Karnes,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Karnes,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Karnes,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Karnes,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Karnes,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Karnes,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Karnes,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Karnes,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Karnes,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Karnes,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Karnes,All,White,All,Cases,--,--,--,--,--,--,--,--,--,--
Karnes,All,White,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Karnes,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Karnes,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Karnes,All,White,Male,Cases,--,--,--,--,--,--,--,--,--,--
Karnes,All,White,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,All,All,Cases,12,13,7,6,13,11,8,7,13,13
Kaufman,All,All,All,Rate,11.55,12.36,6.57,5.54,11.73,9.64,6.79,5.71,10.13,9.55
Kaufman,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kaufman,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,All,Male,Cases,8,10,--,5,10,7,7,6,11,12
Kaufman,All,All,Male,Rate,15.67,19.32,-0.01,9.41,18.36,12.49,12.05,9.94,17.43,17.88
Kaufman,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Kaufman,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kaufman,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kaufman,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Kaufman,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kaufman,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kaufman,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Kaufman,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kaufman,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kaufman,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,Black,All,Cases,5,8,--,--,5,7,--,--,7,6
Kaufman,All,Black,All,Rate,47,75.37,-0.01,-0.01,44.09,59.56,-0.01,-0.01,45.43,33.07
Kaufman,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kaufman,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,Black,Male,Cases,--,6,--,--,5,--,--,--,6,5
Kaufman,All,Black,Male,Rate,-0.01,118.48,-0.01,-0.01,91.98,-0.01,-0.01,-0.01,81.82,57.74
Kaufman,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,--
Kaufman,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kaufman,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kaufman,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Kaufman,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kaufman,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kaufman,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,White,All,Cases,6,--,--,5,--,--,--,--,--,5
Kaufman,All,White,All,Rate,8.26,-0.01,-0.01,6.74,-0.01,-0.01,-0.01,-0.01,-0.01,6.14
Kaufman,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kaufman,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kaufman,All,White,Male,Cases,--,--,--,5,--,--,--,--,--,5
Kaufman,All,White,Male,Rate,-0.01,-0.01,-0.01,13.78,-0.01,-0.01,-0.01,-0.01,-0.01,12.5
Kendall,All,All,All,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,All,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,All,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,All,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,Black,All,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,Black,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,White,All,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,White,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kendall,All,White,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kendall,All,White,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,All,All,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,All,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,All,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,All,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,Black,All,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,Black,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,White,All,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,White,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kenedy,All,White,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kenedy,All,White,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,All,All,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,All,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,All,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,All,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,Black,All,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,Black,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,Native Hawaiian/Pacific Islander,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,Native Hawaiian/Pacific Islander,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,Native Hawaiian/Pacific Islander,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,White,All,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,White,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,White,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,White,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kent,All,White,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kent,All,White,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kerr,All,All,All,Cases,--,--,--,--,--,--,--,5,--,--
Kerr,All,All,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,9.64,-0.01,-0.01
Kerr,All,All,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kerr,All,All,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kerr,All,All,Male,Cases,--,--,--,--,--,--,--,5,--,--
Kerr,All,All,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,20.01,-0.01,-0.01
Kerr,All,>1 Race,All,Cases,--,--,--,--,--,--,--,--,--,--
Kerr,All,>1 Race,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kerr,All,>1 Race,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kerr,All,>1 Race,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kerr,All,>1 Race,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kerr,All,>1 Race,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kerr,All,American Indian/Alaska Native,All,Cases,--,--,--,--,--,--,--,--,--,--
Kerr,All,American Indian/Alaska Native,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kerr,All,American Indian/Alaska Native,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kerr,All,American Indian/Alaska Native,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kerr,All,American Indian/Alaska Native,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kerr,All,American Indian/Alaska Native,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kerr,All,Asian,All,Cases,--,--,--,--,--,--,--,--,--,--
Kerr,All,Asian,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kerr,All,Asian,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kerr,All,Asian,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kerr,All,Asian,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kerr,All,Asian,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kerr,All,Black,All,Cases,--,--,--,--,--,--,--,--,--,--
Kerr,All,Black,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kerr,All,Black,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kerr,All,Black,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kerr,All,Black,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kerr,All,Black,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kerr,All,Hispanic,All,Cases,--,--,--,--,--,--,--,--,--,--
Kerr,All,Hispanic,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kerr,All,Hispanic,Female,Cases,--,--,--,--,--,--,--,--,--,--
Kerr,All,Hispanic,Female,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kerr,All,Hispanic,Male,Cases,--,--,--,--,--,--,--,--,--,--
Kerr,All,Hispanic,Male,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kerr,All,Native Hawaiian/Pacific Islander,All,Cases,--,--,--,--,--,--,--,--,--,--
Kerr,All,Native Hawaiian/Pacific Islander,All,Rate,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01
Kerr,All,Native Hawaiian/Pacific Islander,Female,Cases,--,--,--,--,--,--,--,--,--,--
